Press TAB to move to input areas. Press UP or DOWN ARROW in column A to read through the document.,Energy Consumption and Greenhouse Gas Emissions Reporting - for 2017,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,...29,...30,...31,...32,...33,...34,...35,...36
Ourland Pool (outdoor),Other,36 Ourland Ave,Etobicoke,M8Z 4C9,1098,Square feet,100,0,31654.341634,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1139.5562988239999,28.829210862559329,NA,OLP,Outdoor Recreational Facilities
Pantry Park / Beaches Park,Other,70 Kew Beach Ave,Toronto,M4L 1B8,7373,Square feet,100,0,84325.827749999997,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3035.7297989999997,11.437159786737503,NA,PPBP,Outdoor Recreational Facilities
Pape Ave Playground,Other,979 Gerrard St E,Toronto,M4M 1Z4,121244,Square feet,100,0,7290.3646859999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262.45312869599996,6.0129945090227351E-2,NA,PAPG,Outdoor Recreational Facilities
Park Lights - unknown name,Other,0 City Parks Ltg,Toronto,M5V 3C6,1,Square feet,100,0,909158.89199999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32729.720111999999,909162.68016204995,NA,PLTO,Outdoor Recreational Facilities
Parklawn Pool/Rink,Other,340 Park Lawn Rd,Etobicoke,M8Y 3K3,5210,Square feet,100,0,601157.20782100002,kWh,56546.942424000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129063.32053500456,229.96382595140088,NA,PARKR,Outdoor Recreational Facilities
Parks Various Locations,Other,Various Locations,Toronto,M5V 3C6,85,Square feet,100,0,1114905.912881,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40136.612863715993,13116.594803791808,NA,PKLOC,Outdoor Recreational Facilities
Perth Ave Square,Other,437 Perth Av,Toronto,M6P 4G7,65315,Square feet,100,0,2725.8080940000004,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.129091384000006,4.1733437212489101E-2,NA,PASQ,Outdoor Recreational Facilities
Perth Square Park WR,Other,300 Perth Av,Toronto,M6P 3X9,560,Square feet,100,0,14665.229106999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,527.94824785199989,26.188018235930851,NA,PESP,Outdoor Recreational Facilities
Phin Ave Parkette,Other,107 Condor Ave,Toronto,M4J 3H4,102084,Square feet,100,0,7861.1782090000006,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283.00241552400001,7.7007277966274879E-2,NA,PHAP,Outdoor Recreational Facilities
Pine Point C.C & Pool,Other,15 Grierson Rd (Allenby Ave),Etobicoke,M9W 3R2,17265,Square feet,100,0,61996.6,kWh,17102,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34720.375979999997,14.047979286434938,NA,PINEC,Outdoor Recreational Facilities
Pine Point Park,Other,85 Grierson Rd,Etobicoke,M9W 3R6,4270484,Square feet,100,0,53073.900960999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1910.6604345959997,1.2428128076877001E-2,NA,85GRIE,Outdoor Recreational Facilities
Pine Point Park Tennis,Other,4 Conan Rd,Etobicoke,M9W 3S7,1755,Square feet,100,0,3811.159146,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.20172925599999,2.1716097013275069,NA,PPP,Outdoor Recreational Facilities
Polson Street Park,Other,318 Cherry St,Toronto,M5A 2E0,3,Square feet,100,0,31343.97221,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1128.3829995599999,10448.034269961403,NA,PSSP,Outdoor Recreational Facilities
Poplar Plains Parkette,Other,3 Poplar Plains Rd,Toronto,M4V 2M7,30623,Square feet,100,0,1363.4003539999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.082412743999988,4.4522288307311766E-2,NA,POPL,Outdoor Recreational Facilities
Port Union Park,Other,76 Maberley Cres,Scarborough,M1C 3K8,1,Square feet,168,0,1221.831263,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.985925467999998,1221.8363539635959,NA,PORTUNION,Outdoor Recreational Facilities
Port Union Village Comm Park,Other,105 Bridgend St,Scarborough,M1C 5G5,15300,Square feet,100,0,27759.130544,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999.32869958399988,1.8143298174538518,NA,7PORTU,Outdoor Recreational Facilities
Prairie Drive Park,Other,70 Prairie Dr,Scarborough,M1L 1L3,144182,Square feet,100,0,4239.362607,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.617053852,2.9402978672863896E-2,NA,PDP,Outdoor Recreational Facilities
Pricefield Rd Playground,Other,50 Pricefield Rd,Toronto,M4W 1Z9,82107,Square feet,100,0,9766.2876759999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351.58635633599999,0.11894635498636313,NA,50PICE,Outdoor Recreational Facilities
Prince Of Wales Rink (outdoor),Other,1 Third St,Etobicoke,M8V 2X5,1970,Square feet,100,0,124784.249855,kWh,9168.7920159999994,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21910.095499655039,112.47583575674128,NA,PRINR,Outdoor Recreational Facilities
Princess Park,Other,212 Doris,North York,M3N 2N2,36726,Square feet,100,0,14239.232686000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,512.61237669599996,0.38771693122409717,NA,PRINCP,Outdoor Recreational Facilities
Queen's Park Outdoor Ltg,Other,0 Queen's Park,Toronto,M5S 2C3,1,Square feet,100,0,24684.504000000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,888.64214399999992,24684.606852099998,NA,QUEENSP,Outdoor Recreational Facilities
Queensway Park,Other,8 AVON PARK,Toronto,M6N 3W7,338072,Square feet,100,0,46878.599644999995,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1687.6295872199996,0.13866512154954716,NA,8AVONPARK,Outdoor Recreational Facilities
Queensway Rink,Other,8 Avon Park Dr,Etobicoke,M8Z 3X3,1603,Square feet,100,0,7337.6209669999998,kWh,3866.7574399999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7609.7947960055999,30.042442519352676,NA,QUEER,Outdoor Recreational Facilities
Ramsden Park,Other,1020 Yonge St,Toronto,M4W 2K1,3434,Square feet,100,0,389986.67636400001,kWh,5918.8018179999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25283.408974740421,131.76225989568078,NA,RMDP,Outdoor Recreational Facilities
Ravina Gardens,Other,290 Clendenan Av,Scarborough,M1P 4N7,194,Square feet,100,0,464.87844899999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.735624163999997,2.3962906494512244,NA,RVGD,Outdoor Recreational Facilities
Rean Park,Other,1A Rean Dr,North York,M2K 3C1,113709,Square feet,100,0,4461.5152189999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.61454788399999,3.9236417597962744E-2,NA,1AREAN,Outdoor Recreational Facilities
Regan Park,Other,9310 Sheppard Ave E,Toronto,M5H 2T5,12819,Square feet,100,0,624.98500200000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.499460071999998,4.8754786340913868E-2,NA,REGAN,Outdoor Recreational Facilities
Regent Park South Rink,Other,480 Shuter St,Scarborough,M1P 4N7,2519,Square feet,100,0,214578.596727,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7724.8294821719992,85.184394920399512,NA,RPSR,Outdoor Recreational Facilities
Rennie Park /Ice Rink,Other,25 Morningside Av,Scarborough,M1E 3B9,495,Square feet,100,0,490591.60831200005,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17661.297899232002,991.09828776505321,NA,RENNA,Outdoor Recreational Facilities
Rennie Park /Tennis,Other,25 Morningside Ave,Scarborough,M1E 3B9,1047113,Square feet,100,0,112424.507178,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4047.2822584079995,0.10736661240329036,NA,RPTC,Outdoor Recreational Facilities
Richmond Gardens Pool (outdoor),Other,44 Strathdee Dr,Etobicoke,M9R 1A4,2594,Square feet,100,0,47358.438016,kWh,5804.2409340000004,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12731.162228486461,41.878390182974606,NA,RGP,Outdoor Recreational Facilities
Richview Park,Other,150 Brampton Rd,Etobicoke,M9R 1Y5,1179380,Square feet,100,0,10535.520955,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,379.27875437999995,8.9331384736081477E-3,NA,150BRA,Outdoor Recreational Facilities
Ridge Park,Other,85 Ridge Road,North York,M3M 1C6,1,Square feet,100,0,2847.8516090000003,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.522657924,2847.8634750483711,NA,RIDGE,Outdoor Recreational Facilities
Rivercrest Rink,Other,30 Harefield Dr,Etobicoke,M9W 4C9,495,Square feet,100,0,141950.25140000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5110.2090503999998,286.76937951390067,NA,30HARE,Outdoor Recreational Facilities
Riverdale Park East,Other,640 Broadview Ave,Toronto,M4K 2P1,23401,Square feet,100,0,442935.47479000001,kWh,59521.494725999997,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129018.06540847494,45.779699155709615,NA,RVPE,Outdoor Recreational Facilities
Riverdale Park West,Other,500 Gerrard St,Toronto,M5A 2H3,1,Square feet,100,0,295249.479085,kWh,12011.727272999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33447.539430305369,422055.48699198995,NA,RVPW,Outdoor Recreational Facilities
Rosedale Park,Other,20 Scholfield Ave,Etobicoke,M9W 2Y3,4575,Square feet,100,0,224033.84986699998,kWh,1341.306386,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10613.284923632338,52.064397121474656,NA,RSDP,Outdoor Recreational Facilities
Rosegarden Park,Other,Rosegarden Park,Toronto,M6K 3C3,1,Square feet,100,0,14282.834117999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514.18202824799994,14282.893629808825,NA,ROSEP,Outdoor Recreational Facilities
Rosethorn Park,Other,70 Great Oak Dr,Etobicoke,M9A 2J5,125830,Square feet,100,0,5709.8841110000003,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205.555827996,4.5377953605529653E-2,NA,70GREA,Outdoor Recreational Facilities
Rosetta Mcclain Gardens,Other,1975 Kingston Rd.,Scarborough,M1N 1J2,1098,Square feet,100,0,29516.008206000002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1062.576295416,26.881722394688094,NA,RMG,Outdoor Recreational Facilities
Rotary Peace Park,Other,153 Lake Shore Dr,Etobicoke,M8V 2A1,1647,Square feet,100,0,8321.9845600000008,kWh,2443.8407050000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4942.1311930414504,20.717079341955632,NA,153LAK,Outdoor Recreational Facilities
Rotary Pool (outdoor),Other,25 Eleventh St,Etobicoke,M8V 3G2,3477,Square feet,100,0,31555.985811999999,kWh,21244,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41493.029849232,73.575976852321901,NA,RTP,Outdoor Recreational Facilities
Rouge Beach Park,Other,195 Rouge Hills Dr,Scarborough,M1B 5S3,6975,Square feet,100,0,18728.336327000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,674.22010777200001,2.6850773278472682,NA,RBP,Outdoor Recreational Facilities
Roundhouse Park,Other,260 Bremner Blvd,Toronto,M5V 3M9,515440,Square feet,100,0,23967.301228,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,862.82284420799999,4.649891566769191E-2,NA,RHC,Outdoor Recreational Facilities
Rowntree Mills Park,Other,130 Rowntree Mill Rd.,North York,M9L 1C6,1389,Square feet,100,0,52958.231748999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1906.4963429639997,38.127035571129554,NA,RTMP,Outdoor Recreational Facilities
Roxborough Parkette,Other,30 Roxborough Dr,Toronto,M4W 1X2,86143,Square feet,100,0,13527.012182,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486.97243855199997,0.15703038603892086,NA,RXBP,Outdoor Recreational Facilities
Royalcrest Rink (outdoor),Other,50 Cabernet Circle,Etobicoke,M9V 4Z4,2508,Square feet,100,0,244841.570286,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8814.2965302960001,97.624637344182418,NA,ROYAR,Outdoor Recreational Facilities
Roywood A.I.R,Other,9 Roywood Dr,North York,M3A 2C6,2303,Square feet,100,0,90314.064151000013,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3251.3063094360004,39.215996725836142,NA,ROYWR,Outdoor Recreational Facilities
Ruddington Park,Other,65 Ruddington Dr,North York,M2K 2X8,240810,Square feet,100,0,3112.8,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.0608,1.2926427349362567E-2,NA,RUDP,Outdoor Recreational Facilities
Runnymede Park,Other,221 Ryding Ave,Toronto,M6N 1H6,486001,Square feet,100,0,35563.893687999996,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1280.3001727679998,7.3176890316872537E-2,NA,RNMP,Outdoor Recreational Facilities
Ryerson Community Park,Other,2A Gould St,Scarborough,M1P 4N7,1421,Square feet,100,0,145084.18471500001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5223.0306497399997,102.10048503338234,NA,RSCP,Outdoor Recreational Facilities
SADRA Park,Other,10 Blackthorn Av,Toronto,M6N 3H5,129080,Square feet,100,0,454.46080699999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.360589051999998,3.5207832397481857E-3,NA,SADP,Outdoor Recreational Facilities
Salem Parkette,Other,150 Salem Ave,Toronto,M6H 3C2,20343,Square feet,100,0,55902.604721999996,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012.4937699919997,2.7480134517779908,NA,SALM,Outdoor Recreational Facilities
Scarborough Bluffs,Other,49 Cecil Cr,Toronto,M5T 1N1,97,Square feet,100,0,22674.258826000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,816.27331773599997,233.7562196090561,NA,SCB,Outdoor Recreational Facilities
Scarborough Village Fieldhouse,Other,3600 Kingston Rd,Scarborough,M1M 1R9,828,Square feet,100,0,5603.04,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201.70943999999997,6.7669847173913045,NA,SVFH,Outdoor Recreational Facilities
Scarlett Woods Golf Course,Other,1000 Jane St,Toronto,M6N 4E2,3348,Square feet,100,0,37510.072298999999,kWh,8845.633088999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18154.323325606409,39.095384674588544,NA,SWGC,Outdoor Recreational Facilities
Seasons Park,Other,40 Seasons Dr,Scarborough,M1X 1X4,289656,Square feet,100,0,5381.7730680000004,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.74383044800001,1.8579955160792284E-2,NA,40SEASONS,Outdoor Recreational Facilities
Seneca Hill Park,Other,620 Seneca Hill Dr,Scarborough,M1P 4N7,234599,Square feet,100,0,10065.826431,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362.36975151599995,4.2906697692417534E-2,NA,SEHP,Outdoor Recreational Facilities
Sentinel Park Baseball,Other,295 Sentinel Rd,North York,M3J 1T8,2443,Square feet,100,0,23435.925332999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,843.69331198799989,9.5931326167371616,NA,SENPK,Outdoor Recreational Facilities
Serena Gundy Park,Other,58 Rykert Cres,East York,M4G 2S9,1477831,Square feet,100,0,11822.457344,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425.608464384,7.9999043221037677E-3,NA,58RYKERTCRES,Outdoor Recreational Facilities
Seven Oaks Tennis,Other,224 Ronymeadow Terr,Scarborough,M1E 4E5,466690,Square feet,100,0,8843.6309459999993,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,318.37071405599994,1.894976921395846E-2,NA,SOTC,Outdoor Recreational Facilities
Sherbourne Common North Park,Other,5 Lower Sherbourne St,Toronto,M5A 3W9,1,Square feet,100,0,6113.0649999999996,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220.07033999999996,6113.0904711041667,NA,SCNP,Outdoor Recreational Facilities
Sherwood Park,Other,190 Sherwood Ave,Toronto,M4P 2A8,5909,Square feet,100,0,95100.436651000011,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3423.6157194360003,16.094234710241903,NA,SHEP,Outdoor Recreational Facilities
Sir Adam Beck,Other,2 Orianna Dr,Etobicoke,M8W 4Y1,160134,Square feet,100,0,1371.4489120000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.372160831999999,8.5644187141423224E-3,NA,2ORIAN,Outdoor Recreational Facilities
Sir Adam Beck Rink,Other,4 Orianna Dr,Etobicoke,M8W 4Y1,2196,Square feet,100,0,212551.17249999999,kWh,7708.9629029999996,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22296.481947200067,133.84956135352232,NA,SIRAR,Outdoor Recreational Facilities
Sir Winston Churchill Pk,Other,301 St Clair Ave W,Toronto,M4V 1S4,934931,Square feet,100,0,24687.881284999999,kWh,6854.1545059999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13909.53249976314,0.10379970920843155,NA,SWCP,Outdoor Recreational Facilities
Sisken Trail Park,Other,157 Staines Rd,Scarborough,M1X 1V3,42162,Square feet,100,0,997.05379400000004,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.893936584000002,2.364826024360344E-2,NA,157STAINES,Outdoor Recreational Facilities
Smithfield Pool (outdoor),Other,173 Mount Olive Dr,Etobicoke,M9V 2E3,850,Square feet,100,0,23609.450928999999,kWh,5804.5873789999996,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11876.856831456509,99.867194618916884,NA,SFP,Outdoor Recreational Facilities
Smythe Park,Other,175 Scarlett Rd,Toronto,M6N 4K7,3000,Square feet,100,0,84096.729179999995,kWh,15672,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32799.423930479999,83.18081134126983,NA,SMP,Outdoor Recreational Facilities
Spadina Road Parkette,Other,208 Spadina Rd,Toronto,M5R 2V1,18632,Square feet,100,0,5908.082418,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212.69096704799998,0.31709462403446087,NA,SRP,Outdoor Recreational Facilities
St Andrew's Playground,Other,450 Adelaide St W,Toronto,M5V 3C1,194,Square feet,100,0,9954.5258300000005,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358.36292987999997,51.312202614386386,NA,SAPG,Outdoor Recreational Facilities
St Clair Gardens - ele,Other,3 Prescott Ave,Toronto,M6N 3G6,21936,Square feet,100,0,2887.9012990000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.964446764,0.13165177479586429,NA,3PRESS,Outdoor Recreational Facilities
St Jamestown West Park,Other,40 Howard St,Toronto,M5C 1G6,1,Square feet,100,0,1817.8684030000002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.443262508000004,1817.8759774516793,NA,SJWP,Outdoor Recreational Facilities
Stan Wadlow Park,Other,383 Cedarvale Ave,Toronto,M4C 4K7,9982,Square feet,100,0,193.462929,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9646654439999995,1.9381259777152625E-2,NA,383CED,Outdoor Recreational Facilities
Stanley Park,Other,860 King St W,Toronto,M5V 1P1,4855,Square feet,100,0,13431.851054000001,kWh,1925.2237040000002,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4140.8748561957609,6.9528338785501367,NA,STLP,Outdoor Recreational Facilities
Stanley Park - Baseball Diamond,Other,700 Wellington St W,Toronto,M5V 1G8,1,Square feet,100,0,52781.228483999992,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1900.1242254239996,52781.448405785341,NA,SPBD,Outdoor Recreational Facilities
Starry Park,Other,505 Staines Rd,Scarborough,M1X 2B7,201026,Square feet,100,0,364.80671999999998,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.133041919999998,1.8147316268940336E-3,NA,505STAINESRD,Outdoor Recreational Facilities
Stephenson Park,Other,61 Stephenson Ave,Toronto,M4C 1G4,1,Square feet,100,0,18316.031300999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,659.37712683599989,18316.107617797086,NA,STEPHPARK,Outdoor Recreational Facilities
Strathburn Park,Other,62 Gaydon Ave,North York,M9M 1G8,130825,Square feet,100,0,4492.7976500000004,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161.7407154,3.4342185132736167E-2,NA,62GAYDON,Outdoor Recreational Facilities
Sugar Beach Park,Other,11 Dockside Dr,Toronto,M5A 1B6,44885,Square feet,100,0,30678.521315000002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1104.42676734,0.68349446679675041,NA,SUGAR,Outdoor Recreational Facilities
Summerlea Rink,Other,2 Arcot Blvd,Etobicoke,M9W 2N7,2489025,Square feet,100,0,193367.13600000003,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6961.2168960000008,7.7688227999477721E-2,NA,SUMMR,Outdoor Recreational Facilities
Sunnybrook Stable,Other,1050 Leslie St,North York,M3C 1H8,7535,Square feet,100,0,54864.413019,kWh,2837.9970679999997,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7366.4335187929191,11.257420232695502,NA,PMU,Outdoor Recreational Facilities
Sunnydale Rink (outdoor),Other,50 Amoro Dr,Etobicoke,M9W 4S3,3509,Square feet,100,0,252854.917396,kWh,14713.717443,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37054.278915548668,116.32515757909455,NA,SUNNR,Outdoor Recreational Facilities
Sunnyside Park,Other,1755 Lake Shore Blvd W,Toronto,M6S 5A3,52033,Square feet,100,0,410915.092901,kWh,63440.847235000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135310.88642829316,20.768470803958216,NA,SNSP,Outdoor Recreational Facilities
